BN/Registration Number,Designation code,Category code,Category,Sub-category code,Sub-Category,Legal name,Account name,Registration date,Language,Mailing address,City,Province,Postal code,Country,Contact Phone,Contact Email,Contact URL
106964075RR0001,C,1,Organizations Relieving Poverty,99,Other,COMOX VALLEY FAMILY SERVICES ASSOCIATION,COMOX VALLEY FAMILY SERVICES ASSOCIATION,1975-01-01 0:00,1,1415 CLIFFE AVE,COURTENAY,BC,V9N2K6,CA,(250)338-7575,ADMIN.OFFICER@CVFSA.ORG,WWW.CVFSA.ORG
106966112RR0001,C,1,Organizations Relieving Poverty,99,Other,CONAYT FRIENDSHIP SOCIETY,CONAYT FRIENSHIP SOCIETY,1989-04-01 0:00,1,BOX 1989,MERRITT,BC,V1K1B8,CA,,,
106984081RR0001,C,200,Public Amenities,99,Other,CORPORATION OF THE CITY OF PENTICTON,PENTICTON PUBLIC LIBRARY,1974-01-01 0:00,1,785 MAIN ST,PENTICTON,BC,V2A5E3,CA,(250)770-7784,HBUZZELL@SUMMER.COM,PENTICTONLIBRARY.CA
106989692RR0001,C,200,Public Amenities,99,Other,THE COURTENAY AND DISTRICT HISTORICAL SOCIETY,COURTENAY & DISTRICT HISTORICAL SOCIETY,1970-01-01 0:00,1,207 4TH ST,COURTENAY,BC,V9N1G7,CA,(250)334-0686,,COURTENAYMUSEUM.CA
106990484RR0001,C,1,Organizations Relieving Poverty,99,Other,COWICHAN FAMILY LIFE ASSOCIATION,COWICHAN FAMILY LIFE ASSOCIATION,1970-03-23 0:00,1,28-127 INGRAM ST,DUNCAN,BC,V9L1N8,CA,(250)748-8281,cfla@cowichanfamilylife.org,
106990526RR0001,C,1,Organizations Relieving Poverty,99,Other,COWICHAN LAKE COMMUNITY SERVICES SOCIETY,COWICHAN LAKE COMMUNITY SERVICES SOCIETY,1981-04-01 0:00,1,BOX 670,LAKE COWICHAN,BC,V0R2G0,CA,(250)749-6822,COMSERV@COMSERV.ORG,WWW.COMSERV.ORG
106992845RR0001,C,100,Core Health Care,99,Other,CRESTERAMICS SOCIETY FOR THE HANDICAPPED,CRESTERAMICS SOCIETY FOR THE HANDICAPPED,1967-01-01 0:00,1,PO BOX 927,CRESTON,BC,V0B1G0,CA,(250)428-5597,CCERAMIC@TELUS.NET,
106992936RR0001,C,200,Public Amenities,99,Other,CRESTON AND DISTRICT HISTORICAL AND MUSEUM SOCIETY,CRESTON AND DISTRICT HISTORICAL AND MUSEUM SOCIETY,1980-01-01 0:00,1,219 DEVON ROAD,CRESTON,BC,V0B1G3,CA,(250)428-9262,GESTONMUSEUM@TELUS.NET,WWW.CRESTONMUSEUM.CA
106992951RR0001,C,200,Public Amenities,99,Other,CRESTON PUBLIC LIBRARY ASSN,CRESTON PUBLIC LIBRARY ASSOCIATION,1978-01-01 0:00,1,531 16TH AVE S,CRESTON,BC,V0B1G5,CA,(250)428-4141,INFO@CRESTONLIBRARY.COM,CRESTONLIBRARY.COM
106993322RR0001,C,1,Organizations Relieving Poverty,99,Other,CRISIS INTERVENTION AND SUICIDE PREVENTION CENTRE OF BRITISH COLUMBIA,CRISIS INTERVENTION AND SUICIDE PREVENTION CENTRE OF BRITISH COLUMBIA,1969-01-30 0:00,1,763 BROADWAY E,VANCOUVER,BC,V5T1X8,CA,(604)872-1811,INFO@CRISISCENTRE.BC.CA,CRISISCENTRE.BC.CA
106993348RR0001,C,1,Organizations Relieving Poverty,99,Other,CRISIS PREGNANCY CENTRE OF VANCOUVER SOCIETY,CRISIS PREGNANCY CENTRE OF VANCOUVER SOCIETY,1985-02-19 0:00,1,7879 EDMONDS ST,BURNABY,BC,V3N1B9,CA,(604)731-1122,VANCOUVER@OPTIONSCENTRE.CA,WWW.OPTIONSCENTRE.CA
106995681RR0001,C,200,Public Amenities,99,Other,CUMBERLAND & DISTRICT HISTORICAL SOCIETY,CUMBERLAND AND DISTRICT HISTORICAL SOCIETY,1981-02-24 0:00,1,BOX 258 2680 DUNSMUIR AVE,CUMBERLAND,BC,V0R1S0,CA,(250)336-2445,INFO@CUMBERLANDMUSEUM.CA,WWW.CUMBERLANDMUSEUM.CA
106997810RR0001,C,1,Organizations Relieving Poverty,99,Other,CYTHERA TRANSITION HOUSE SOCIETY,CYTHERA TRANSITION HOUSE SOCIETY,1984-01-01 0:00,1,22318 MCINTOSH AVE,MAPLE RIDGE,BC,V2X3C1,CA,(604)467-9939,TG@CYTHERA.CA,WWW.CYTHERA.CA
107004210RR0001,C,1,Organizations Relieving Poverty,99,Other,DAVID FOSTER FOUNDATION,DAVID FOSTER FOUNDATION,1986-07-23 0:00,1,212 HENRY ST,VICTORIA,BC,V9A3H9,CA,(250)475-1223,MRAVENHILL@DAVIDFOSTERFOUNDATION.COM,WWW.DAVIDFOSTERFOUNDATION.COM
107008203RR0001,C,100,Core Health Care,99,Other,DAWSON CREEK SOCIETY FOR COMMUNITY LIVING,DAWSON CREEK SOCIETY FOR COMMUNITY LIVING,1967-01-01 0:00,1,1334-102 AVE,DAWSON CREEK,BC,V1G2C6,CA,(250)782-2611,KHOMME@DCSCL.ORG,
107010548RR0001,C,160,Community Resource,99,Other,PARKGATE COMMUNITY SERVICES SOCIETY,PARKGATE COMMUNITY SERVICES SOCIETY,1987-01-01 0:00,1,3625 BANFF COURT,NORTH VANCOUVER,BC,V7H2Z8,CA,(604)983-6375,AWILSON@MYPARKGATE.COM,WWW.MYPARKGATE.COM
107012171RR0001,C,200,Public Amenities,99,Other,DELTA HERITAGE SOCIETY,DELTA HERITAGE SOCIETY,1980-01-01 0:00,1,4918 DELTA ST,DELTA,BC,V4K2V2,CA,(604)946-9315,GMARTIN@DELTAMUSEUM.CA,WWW.DELTAMUSEUM.CA
107018194RR0001,C,160,Community Resource,99,Other,NUTRITIONLINK SERVICES SOCIETY,NUTRITIONLINK SERVICES SOCIETY,1988-04-21 0:00,1,649-718 333 BROOKSBANK,NORTH VANCOUVER,BC,V7J3V8,CA,(604)732-9081,INFO@NUTRITIONLINK.ORG,WWW.NUTRITIONLINK.ORG
107020703RR0001,C,1,Organizations Relieving Poverty,99,Other,"STEP UP ""N"" RIDE SOCIETY","STEP UP ""N"" RIDE SOCIETY",1996-02-01 0:00,1,732 115 AVE,DAWSON CREEK,BC,V1G3B8,CA,(250)782-7433,SUNRS@TELUS.NET,
107020828RR0001,C,160,Community Resource,6,Operating a shelter,DISCOVERY PLAYHOUSE CHILDRENS SOCIETY,Discovery Playhouse Childrens Society,2009-07-01 0:00,1,12027 HARRIS ROAD,PITT MEADOWS,BC,V3Y2B5,CA,(604)465-4428,DISCOVERYPLAYHOUSE@TELUS.NET,
107021339RR0001,C,200,Public Amenities,99,Other,DISTRICT OF MACKENZIE,MACKENZIE PUBLIC LIBRARY,1978-01-01 0:00,1,BOX 750,MACKENZIE,BC,V0J2C0,CA,(250)997-6343,MACKENZIEPUBLICLIBRARY@GMAIL.COM,MACKENZIE.BC.LIBRARIES.COOP
107021537RR0001,C,1,Organizations Relieving Poverty,99,Other,DISTRICT 69 SOCIETY OF ORGANIZED SERVICES,DISTRICT 69 SOCIETY OF ORGANIZED SERVICES,1968-11-08 0:00,1,PO BOX 898  STN MAIN,PARKSVILLE,BC,V9P2G9,CA,(250)248-2093,SOS@SOSD69.COM,WWW.SOSD69.COM
107269458RR0001,C,1,Organizations Relieving Poverty,99,Other,DUNCAN DAY CARE SOCIETY,DUNCAN DAY CARE SOCIETY,1989-09-01 0:00,1,PO BOX 333 STN MAIN,DUNCAN,BC,V9L3X5,CA,(250)748-3922,DAYCARE3@TELUS.NET,WWW.ARCADIAN CHILDREN.COM
107269466RR0001,C,100,Core Health Care,99,Other,CLEMENTS CENTRE SOCIETY,CLEMENTS CENTRE SOCIETY,1967-01-01 0:00,1,5856 CLEMENTS ST,DUNCAN,BC,V9L3W3,CA,(250)746-4135,SLATTER@CLEMENTSCENTRE.ORG,WWW.CLEMENTSCENTRE.ORG
107273955RR0001,C,1,Organizations Relieving Poverty,99,Other,EAST KOOTENAY ADDICTION SERVICES SOCIETY,EAST KOOTENAY ADDICTION SERVICES SOCIETY,1993-04-01 0:00,1,202-1617 BAKER ST.,CRANBROOK,BC,V1C1B4,CA,(250)489-4344,,WWW.EKASS.COM
107274474RR0001,C,1,Organizations Relieving Poverty,99,Other,PRE-MATERNELLE POMME D'API,PRE-MATERNELLE POMME D'API,1984-03-15 0:00,1,2190 44TH AVENUE E,VANCOUVER,BC,V5P1N2,CA,(604)230-1651,,WWW.POMMEDAPI.ORG
107294407RR0001,C,160,Community Resource,99,Other,PRINCE GEORGE AND DISTRICT ELIZABETH FRY SOCIETY,PRINCE GEORGE AND DISTRICT ELIZABETH FRY SOCIETY,1991-04-01 0:00,1,1575 5TH AVE,PRINCE GEORGE,BC,V2L3L9,CA,(250)563-1113,,
107304610RR0001,C,1,Organizations Relieving Poverty,99,Other,ENDERBY PRESCHOOL SOCIETY,ENDERBY PRESCHOOL SOCIETY,1995-08-01 0:00,1,BOX 384,ENDERBY,BC,V0E1V0,CA,(250)838-6676,,
107304636RR0001,C,100,Core Health Care,99,Other,KOOTENAY SOCIETY FOR COMMUNITY LIVING,KOOTENAY SOCIETY FOR COMMUNITY LIVING,1981-01-01 0:00,1,2224 6TH AVE,CASTLEGAR,BC,V1N2V9,CA,(250)365-2624,KELIAS@TEAMKSCL.CA,WWW.KSCLCASTLEGAR.NET
107310864RR0001,C,1,Organizations Relieving Poverty,99,Other,ESQUIMALT NEIGHBOURHOOD HOUSE SOCIETY,ESQUIMALT NEIGHBOURHOOD HOUSE SOCIETY,1980-04-01 0:00,1,511 CONSTANCE AVE,VICTORIA,BC,V9A6N5,CA,(250)385-2635,,WWW.ENH.BC.CA
107380974RR0001,C,160,Community Resource,99,Other,THE FERNWOOD COMMUNITY ASSOCIATION OF GREATER VICTORIA,FERNWOOD COMMUNITY ASSOCIATION OF GREATER VICTORIA,1981-01-01 0:00,1,1923 FERNWOOD RD,VICTORIA,BC,V8T2Y6,CA,(250)384-7441,OFFICE@FERNWOODVIC.CA,
107380982RR0001,C,200,Public Amenities,7,Orphanage,FERNWOOD NEIGHBOURHOOD RESOURCE GROUP SOCIETY,FERNWOOD NEIGHBOURHOOD RESOURCE GROUP SOCIETY,1987-11-02 0:00,1,1240 GLADSTONE AVE,VICTORIA,BC,V8T1G6,CA,(250)381-1552,INFO@FERNWOODNRG.CA,FERNWOODNRG.CA
107383358RR0001,C,1,Organizations Relieving Poverty,99,Other,FINNISH CANADIAN REST HOME ASSOCIATION,FINNISH CANADIAN REST HOME ASSOCIATION,1969-09-29 0:00,1,2288 HARRISON DR,VANCOUVER,BC,V5P2P6,CA,,,
107387078RR0001,C,1,Organizations Relieving Poverty,99,Other,BURNS LAKE CHRISTIAN SUPPORTIVE SOCIETY,BURNS LAKE CHRISTIAN SUPPORTIVE SOCIETY,1984-04-01 0:00,1,BOX 1142,BURNS LAKE,BC,V0J1E0,CA,(250)692-7809,KWJANZEN@TELUS.NET,
107395253RR0001,C,160,Community Resource,6,Operating a shelter,FORT NELSON PLAYSCHOOL SOCIETY,Fort Nelson Playschool Society,2015-12-29 0:00,1,PO BOX 834,FORT NELSON,BC,V0C1R0,CA,(250)774-3351,fortnelsonplayschool@hotmail.ca,
107395907RR0001,C,100,Core Health Care,99,Other,"Fort St. John, Association for Community Living","Fort St. John, Association for Community Living",1980-01-01 0:00,1,10251 100 AVE,FORT ST. JOHN,BC,V1J1Y8,CA,,,
107395964RR0001,C,200,Public Amenities,99,Other,FORT ST. JOHN PUBLIC LIBRARY ASSOCIATION,FORT ST. JOHN PUBLIC LIBRARY ASSOCIATION,1983-01-01 0:00,1,10015 100 AVE,FORT ST. JOHN,BC,V1J1Y7,CA,(250)785-3731,FSJLIBRARY@FSJLIBRARY.CA,FORTSTJOHN.BCLIBRARY.CA
107396020RR0001,C,160,Community Resource,2,Humanitarian assistance (outside of Canada),FORT ST. JOHN WOMEN'S RESOURCE SOCIETY,Fort St. John Women's Resource Society,1997-08-06 0:00,1,10051 100 AVE,FORT ST JOHN,BC,V1J1Y7,CA,(250)787-1121,ED@FSJWRS.CA,WWW.FSJWRS.CA
107402422RR0001,C,160,Community Resource,99,Other,FRANKLIN COMMUNITY SCHOOL ASSOCIATION,FRANKLIN COMMUNITY SCHOOL ASSOCIATION,1977-08-09 0:00,1,250 SOUTH SKEENA STREET,VANCOUVER,BC,V5K4N8,CA,(604)713-4709,GAVINPENGZHANG@GMAIL.COM,LARA.CECILEDAVIS@GMAIL.COM
107403461RR0001,C,100,Core Health Care,1,"Facilitator organization supporting, improving, and enhancing the work of groups involved in the relief of poverty",FRASER HOUSE SOCIETY,FRASER HOUSE SOCIETY,1986-06-30 0:00,1,33063 4TH AVE,MISSION,BC,V2V1S6,CA,(604)826-6810,ADMIN_FRASERHOUSE@SHAW.CA,FRASERHOUSE.ORG
107403586RR0001,C,160,Community Resource,99,Other,FRASER REGION COMMUNITY JUSTICE INITIATIVES ASSOCIATION,FRASER REGION COMMUNITY JUSTICE INITIATIVES ASSOCIATION,1985-07-10 0:00,1,102B - 6270 205 ST,LANGLEY,BC,V2Y1N7,CA,(604)534-5515,MAIL@CJIBC.ORG,WWW.CJIBC.ORG
107403669RR0001,C,1,Organizations Relieving Poverty,99,Other,FRASERSIDE COMMUNITY SERVICES SOCIETY,FRASERSIDE COMMUNITY SERVICES SOCIETY,1982-04-01 0:00,1,330 - 550 SIXTH ST,NEW WESTMINSTER,BC,V3L3B7,CA,(604)522-3722,ERINBY@FRASERSIDE.BC.CA,WWW.FRASERSIDE.BC.CA
107403933RR0001,C,200,Public Amenities,99,Other,FRASER VALLEY REGIONAL LIBRARY,FRASER VALLEY REGIONAL LIBRARY,1981-12-27 0:00,1,34589 DELAIR RD,ABBOTSFORD,BC,V2S5Y1,CA,(604)859-7141,NANCY.GOMERICH@FVRL.BC.CA,WWW.FVRL.BC.CA
107407702RR0001,C,160,Community Resource,99,Other,FRIENDLY FOREST PRESCHOOL ASSOCIATION,FRIENDLY FOREST PRESCHOOL ASSOCIATION,1984-05-01 0:00,1,2505 SUNNYSIDE RD.,ANMORE,BC,V3H4Y6,CA,(604)469-0438,President@FriendlyForestPreschool.com,
107407843RR0001,C,160,Community Resource,1,"Facilitator organization supporting, improving, and enhancing the work of groups involved in the relief of poverty",FRIENDSHIP HOUSE ASSOCIATION OF PRINCE RUPERT,Friendship House Association of Prince Rupert,1999-08-24 0:00,1,744 FRASER ST,PRINCE RUPERT,BC,V8J1P9,CA,(250)627-1717,EXECDIRECTOR@FRIENDSHIP_HOUSE.CA,
107419830RR0001,C,100,Core Health Care,99,Other,THE GARTH HOMER SOCIETY,THE GARTH HOMER SOCIETY,1979-06-01 0:00,1,813 DARWIN AVE,VICTORIA,BC,V8X2X7,CA,(250)475-2270,LDUFF@GARTHHOMERSOCIETY.ORG,WWW.GARTHHOMERSOCIETY.ORG
107428492RR0001,C,1,Organizations Relieving Poverty,99,Other,GERMAN CANADIAN BENEVOLENT SOCIETY OF BC,GERMAN - CANADIAN BENEVOLENT SOCIETY OF BRITISH COLUMBIA,1991-04-01 0:00,1,"2010 HARRISON DRIVE,",VANCOUVER,BC,V5P2P6,CA,(604)713-6500,INFO@GCCH.CA,WWW.GCCH.CA
107431512RR0001,C,200,Public Amenities,10,Providing meals (including breakfast programs),GIBSONS PUBLIC LIBRARY ASSOCIATION,GIBSONS & DISTRICT PUBLIC LIBRARY ASSOCIATION,1984-01-01 0:00,1,P.O. BOX 109,GIBSONS,BC,V0N1V0,CA,(604)886-2130,HECULLEN@GIBSONS.BCLIBRARY.CA,GIBSONS.BC.LIBRARIES.COOP
107434235RR0001,C,1,Organizations Relieving Poverty,99,Other,GLACIER VIEW LODGE SOCIETY,GLACIER VIEW LODGE SOCIETY,1979-04-01 0:00,1,2137 COMOX AVE,COMOX,BC,V9M1P2,CA,(250)338-1451,,
107438582RR0001,C,160,Community Resource,99,Other,GOLDEN COMMUNITY RESOURCES SOCIETY,GOLDEN COMMUNITY RESOURCES SOCIETY,1984-04-01 0:00,1,BOX 746,GOLDEN,BC,V0A1H0,CA,(250)344-2311,CBARLOW.GCRS@GMAIL.COM,
107438640RR0001,C,100,Core Health Care,6,Operating a shelter,GOLDEN EARS CARE SOCIETY,GOLDEN EARS CARE SOCIETY,1985-04-01 0:00,1,22220 126 AVE,MAPLE RIDGE,BC,V2X0W5,CA,(604)351-8910,FRANKKLASSEN@MAC.COM,
107438996RR0001,C,160,Community Resource,99,Other,GOLDEN WOMEN'S CENTRE SOCIETY,GOLDEN WOMEN'S CENTRE SOCIETY,1985-04-01 0:00,1,BOX 2343,GOLDEN,BC,V0A1H0,CA,(250)344-5317,GWRCED@UNISERVE.COM,WWW.GOLDENWOMENTCENTRE.CA
107449787RR0001,C,1,Organizations Relieving Poverty,99,Other,GREATER VANCOUVER FOOD BANK SOCIETY,GREATER VANCOUVER FOOD BANK SOCIETY,1994-01-29 0:00,1,8345 WINSTON ST,BURNABY,BC,V5A2H3,CA,(604)216-2313,davidl@foodbank.bc.ca,WWW.FOODBANK.BC.CA
107449811RR0001,C,200,Public Amenities,10,Providing meals (including breakfast programs),INTERLINK FEDERATED PUBLIC LIBRARY SYSTEM,INTERLINK,1978-04-19 0:00,1,#158 - 5489 BYRNE ROAD,BURNABY,BC,V5J3J1,CA,(604)437-8441,INFO@INTERLINKLIBRARIES.CA,WWW.INTERLINKLIBRARIES.CA
107450090RR0001,C,160,Community Resource,99,Other,GREATER VICTORIA POLICE VICTIM SERVICES SOCIETY,GREATER VICTORIA POLICE VICTIM SERVICES SOCIETY,1991-08-01 0:00,1,1 - 57 CADILLAC AVE,VICTORIA,BC,V8Z1T3,CA,(250)544-4251,INFO@GVPVS.ORG,WWW.GVPVS.ORG
107450108RR0001,C,1,Organizations Relieving Poverty,99,Other,GREATER VICTORIA WOMEN'S SHELTER SOCIETY,GREATER VICTORIA WOMEN'S SHELTER SOCIETY,1986-05-14 0:00,1,PO BOX 5291 STN B,VICTORIA,BC,V8R6N4,CA,(250)995-0058,INFO@GVWSS.ORG,WWW.GVWSS.ORG
107451569RR0001,C,200,Public Amenities,99,Other,THE GREENWOOD HERITAGE SOCIETY,THE GREENWOOD HERITAGE SOCIETY,1978-05-01 0:00,1,BOX 399,GREENWOOD,BC,V0H1J0,CA,(250)445-6355,MUSEUM@SHAW.CA,WWW.GREENWOODMUSEUM.COM
107457731RR0001,C,1,Organizations Relieving Poverty,99,Other,GREENWOODS ELDERCARE SOCIETY,GREENWOODS ELDERCARE SOCIETY,1977-01-01 0:00,1,133 BLAIN RD,SALT SPRING ISLAND,BC,V8K1Z9,CA,(250)537-5561,ACC@GREENWOODSELDCARE.ORG,GREENWOODSELDERCARE.ORG
107457764RR0001,C,200,Public Amenities,99,Other,GULF OF GEORGIA CANNERY SOCIETY,GULF OF GEORGIA CANNERY SOCIETY,1987-01-01 0:00,1,12138 4TH AVE,RICHMOND,BC,V7E3J1,CA,(604)664-9192,GOG.INFO@PC.GC.CA,GULFOFGEORGIACANNERY.COM
107461824RR0001,C,200,Public Amenities,9,Providing low-cost housing,HALLMARK SOCIETY,HALLMARK SOCIETY,1988-09-01 0:00,1,"15-1594 FAIRFIELD RD   PO BOX, 50013 FAIRFIELD PLAZA PO",VICTORIA,BC,V8V1G1,CA,(250)382-4755,OFFICE@HALLMARKHERITAGESOCIETY.CA,WWW.HALLMARKHERITAGESOCIETY.CA
107468894RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),HARRY & LIN CHIN FOUNDATION,HARRY & LIN CHIN FOUNDATION,1974-12-30 0:00,1,145 CORDOVA ST E,VANCOUVER,BC,V6A1K7,CA,,,
107470411RR0001,C,160,Community Resource,99,Other,HASTINGS COMMUNITY ASSOCIATION,HASTINGS COMMUNITY ASSOCIATION,2000-08-11 0:00,1,3096 E HASTINGS ST,VANCOUVER,BC,V5K2A3,CA,(604)718-6232,CHELSEY.AMARAL@VANCOUVER.CA,
107471690RR0001,C,200,Public Amenities,99,Other,HAZELTON DISTRICT PUBLIC LIBRARY ASSOCIATION,HAZELTON DISTRICT PUBLIC LIBRARY ASSOCIATION,1981-01-01 0:00,1,BOX 323,HAZELTON,BC,V0J1Y0,CA,(250)842-5961,HAZLIB@CITYWEST.CA,HAZELTON.BC.LIBRARIES.COOP
107480899RR0001,C,200,Public Amenities,9,Providing low-cost housing,HIGHLAND HERITAGE SOCIETY,HIGHLAND HERITAGE PARK SOCIETY,1983-04-15 0:00,1,378 MILLSTREAM LAKE RD,VICTORIA,BC,V9B6H5,CA,(250)474-7601,CALEBPIKEINFO@TELUS.NET,WWW.CALEBPIKEHERITAGEPARK.CA
107485872RR0001,C,160,Community Resource,6,Operating a shelter,HOLLYBURN OUT-OF-SCHOOL CARE SOCIETY,HOLLYBURN OUT-OF-SCHOOL CARE SOCIETY,2001-01-01 0:00,1,1150 22ND ST,WEST VANCOUVER,BC,V7V4C4,CA,(604)926-5972,INFO@PJKIDSCLUB.COM,WWW.PJKIDSCLUB.COM
107490146RR0001,C,1,Organizations Relieving Poverty,99,Other,HOPE INTERNATIONAL DEVELOPMENT AGENCY,HOPE INTERNATIONAL DEVELOPMENT AGENCY,1977-10-13 0:00,1,410 - 713 COLUMBIA ST,NEW WESTMINSTER,BC,V3M1B2,CA,(604)525-5481,HOPE@HOPE-INTERNATIONAL.COM,WWW.HOPE-INTERNATIONAL.COM
107492480RR0001,C,1,Organizations Relieving Poverty,99,Other,HORNBY AND DENMAN COMMUNITY HEALTH CARE SOCIETY,HORNBY AND DENMAN COMMUNITY HEALTH CARE SOCIETY,1991-04-01 0:00,1,1965 SOLLANS RD,HORNBY ISLAND,BC,V0R1Z0,CA,(250)335-2885,LORI@HORNBYDENMANHEALTH.COM,www.hornbydenmanhealth.com
107492498RR0001,C,1,Organizations Relieving Poverty,99,Other,HORNBY ISLAND DAYCARE SOCIETY,HORNBY ISLAND DAYCARE SOCIETY,1984-04-01 0:00,1,2200 SOLLANS RD,HORNBY ISLAND,BC,V0R1Z0,CA,(250)335-2684,HORNBYISLANDDAYCARE@GMAIL.COM,
107494171RR0001,C,200,Public Amenities,99,Other,HOUSTON PUBLIC LIBRARY,HOUSTON PUBLIC LIBRARY ASSOCIATION,1983-01-01 0:00,1,BOX 840,HOUSTON,BC,V0J1Z0,CA,(250)845-2256,director@houstonlibrary.ca,houston.bc.libraries.coop
107494908RR0001,C,1,Organizations Relieving Poverty,99,Other,STRIVE LIVING SOCIETY,STRIVE LIVING SOCIETY,1988-04-26 0:00,1,500 - 4370 DOMINION ST,BURNABY,BC,V5G4L7,CA,(604)936-9944,ANGELA@STRIVELIVING.CA,WWW.STRIVELIVING.CA
107496432RR0001,C,200,Public Amenities,99,Other,THE HUDSON'S HOPE HISTORICAL SOCIETY,THE HUDSON'S HOPE HISTORICAL SOCIETY,1987-03-01 0:00,1,"9510 BEATTIE DRIVE, PO BOX #98",HUDSON'S HOPE,BC,V0C1V0,CA,(250)783-5735,HHMUSEUM@PRIS.CA,WWW.HUDSONSHOPEMUSEUM.COM
107504045RR0001,C,1,Organizations Relieving Poverty,15,Refugee (support and settlement assistance),IMMIGRANT AND MULTICULTURAL SERVICES SOCIETY OF PRINCE GEORGE,IMMIGRANT AND MULTICULTURAL SERVICES SOCIETY OF PRINCE GEORGE,1996-03-24 0:00,1,1270 2ND AVE,PRINCE GEORGE,BC,V2L3B3,CA,(250)562-2900,,
107505364RR0001,C,1,Organizations Relieving Poverty,99,Other,INDEPENDENT LIVING HOUSING SOCIETY OF GREATER VICTORIA,INDEPENDENT LIVING HOUSING SOCIETY OF GREATER VICTORIA,1978-01-01 0:00,1,101-367 BURNSIDE RD E,VICTORIA,BC,V9A1A7,CA,(250)383-2524,INFO@ILHS.CA,WWW.ILHS.CA
107517021RR0001,C,1,Organizations Relieving Poverty,99,Other,ITALIAN CULTURAL CENTRE SENIOR CITIZENS HOUSING SOCIETY,ITALIAN CULTURAL CENTRE SENIOR CITIZENS HOUSING SOCIETY,1987-07-13 0:00,1,2610 GRANDVIEW HWY S,VANCOUVER,BC,V5M4P5,CA,(604)433-1778,CASASERENA@TELUS.NET,
107519068RR0002,C,1,Organizations Relieving Poverty,99,Other,ALDERGROVE LIONS SENIORS HOUSING SOCIETY,ALDERGROVE LIONS SENIORS HOUSING SOCIETY,1983-04-01 0:00,1,202 - 26641 FRASER HWY,ALDERGROVE,BC,V4W3L1,CA,(604)856-4161,,
107526246RR0001,C,160,Community Resource,99,Other,JAPANESE COMMUNITY VOLUNTEERS ASSOCIATION,JAPANESE COMMUNITY VOLUNTEERS ASSOCIATION,1975-08-11 0:00,1,101-42 WEST 8TH AVE,VANCOUVER,BC,V5Y1M7,CA,(604)687-2172,ED@TONARIGUMI.CA,WWW.TONARIGUMI.CA
107534794RR0001,C,1,Organizations Relieving Poverty,99,Other,JEWISH FAMILY SERVICE AGENCY,JEWISH FAMILY SERVICES AGENCY OF VANCOUVER,1967-01-01 0:00,1,320 - 2285 CLARK DR,VANCOUVER,BC,V5N3G9,CA,(604)257-5151,EKLARICH@JFSVANCOUVER.CA,WWW.JFSA.CA
107534828RR0001,C,1,Organizations Relieving Poverty,99,Other,JEWISH HOME FOR THE AGED OF BRITISH COLUMBIA,JEWISH HOME FOR THE AGED OF BRITISH COLUMBIA,1981-01-01 0:00,1,1055 W 41ST AVE,VANCOUVER,BC,V6M1W9,CA,(604)261-9376,INFO@LOUISBRIER.COM,LOUISBRIER.COM
107542524RR0001,C,160,Community Resource,99,Other,THE JOHN HOWARD SOCIETY OF NORTH ISLAND,THE JOHN HOWARD SOCIETY OF NORTH ISLAND,1989-05-26 0:00,1,#201-140A 10TH AVENUE,CAMPBELL RIVER,BC,V9W4E3,CA,(250)286-0611,MAIL@JHSNI.BC.CA,WWW.JHSNI.BC.CA
107542540RR0001,C,160,Community Resource,99,Other,TURNING POINTS COLLABORATIVE SOCIETY,TURNING POINTS COLLABORATIVE SOCIETY,1974-01-01 0:00,1,102 - 3301 24 AVE,VERNON,BC,V1T9S8,CA,(250)542-3555,BETTYLEE.LONGSTAFF@TURNINGPOINTS.NGO,WWW.TURNINGPOINTS.NGO
107542565RR0001,C,160,Community Resource,99,Other,THE JOHN HOWARD SOCIETY OF VICTORIA,THE JOHN HOWARD SOCIETY OF VICTORIA,1990-04-01 0:00,1,2675 BRIDGE STREET,VICTORIA,BC,V8T4Y4,CA,(250)386-3428,JHS@JHSVIC.CA,WWW.JHSVIC.CA
107542573RR0001,C,160,Community Resource,99,Other,CONNECTIVE SUPPORT SOCIETY,CONNECTIVE SUPPORT SOCIETY,1989-06-13 0:00,1,763 KINGSWAY,VANCOUVER,BC,V5V3C2,CA,(604)872-5651,info@jhspacific.ca,www.connective.ca
107542581RR0001,C,160,Community Resource,99,Other,THE JOHN HOWARD SOCIETY OF BRITISH COLUMBIA,THE JOHN HOWARD SOCIETY OF BRITISH COLUMBIA,1967-01-01 0:00,1,763 KINGSWAY,VANCOUVER,BC,V5V3C2,CA,(604)872-5651,FINANCE@JHSLMBC.CA,WWW.JOHNHOWARD.BC.CA
107542888RR0001,C,160,Community Resource,99,Other,NORTHERN JOHN HOWARD SOCIETY OF BC,NORTHERN JOHN HOWARD SOCIETY OF BRITISH COLUMBIA,1991-04-01 0:00,1,154 QUEBEC ST,PRINCE GEORGE,BC,V2L1W2,CA,(250)561-7343,WAYNE.HUGHES@NJHSBC.COM,WWW.NIJHSBC.COM
107553596RR0001,C,100,Core Health Care,13,Providing material assistance (clothing / computers / equipment),WESTMINSTER HOUSE SOCIETY,WESTMINSTER HOUSE SOCIETY,2006-09-15 0:00,1,228 7TH ST.,NEW WESTMINSTER,BC,V3M3K3,CA,(604)524-5633,INFO@WESTMINSTERHOUSE.CA,
